MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday
18.8,19.6,0,52,7,15,62,92,1014.2,1011.1,19.3,17.1,0
16.7,24.8,66,35,9,20,100,65,1009.3,1010.4,19.1,23.1,1
15.8,23.2,0,52,22,30,49,42,1023.2,1020.2,17.7,22.3,0
17.2,30,9.6,41,2,24,79,44,1014.4,1010.8,20.8,28.5,1
12.4,28.4,0,30,7,15,74,47,1018.6,1013.1,17.6,26.9,0
8.9,19.7,0.4,37,17,22,79,54,1015,1015.4,11.1,17.5,0
11,26.5,0,22,6,9,81,44,1019.2,1016,15.1,25.5,0
12.9,29.9,0,30,9,13,75,41,1015.6,1012,18.4,29.1,0
12.7,28.5,0,19,2,7,78,51,1019.5,1016.4,19.6,27.8,0
10.1,20.4,0,43,20,19,59,41,1020.8,1018.8,14.1,19.9,0
8.2,26.2,0,19,6,11,79,36,1025.6,1022.3,15.5,25.8,0
14.6,22.7,34.2,19,7,2,100,62,1017.3,1014.7,15.7,21.9,1
7.3,17,1,39,26,22,81,63,1015.1,1013.6,9.8,16.8,0
5,17,0,19,6,11,95,63,1021.9,1019.4,9.5,16.7,0
4.6,18.4,0,26,4,11,97,47,1023.3,1020.7,10.2,17.8,0
4.4,19.9,0,30,6,11,79,50,1026.2,1022.8,10.4,19.4,0
7.6,16.3,0,30,17,22,94,89,1021.7,1019.5,14.2,15.8,0
3.5,15.7,0,28,2,19,87,56,1023.3,1020.4,8.6,14.9,0
4.1,13.3,0,17,7,13,100,71,1018.6,1017.8,6.9,12.6,0
5.5,20.3,0,28,0,13,91,49,1019.6,1016,9,20,0
7.2,17,0,26,4,7,92,72,1021.1,1019,11.7,16.3,0
1,14.7,0,35,6,19,84,53,1020.2,1018.1,8.2,13.3,0
2.3,16.7,0,13,0,7,100,51,1026.3,1022.7,5.7,15.5,0
2.6,17.8,0,17,0,7,97,59,1025.3,1022.5,7.2,16.6,0
7.8,17,0,24,4,11,82,96,1017.5,1015.2,10.9,11.8,0
5.7,13.7,3.6,31,9,9,84,72,1016.5,1012.6,9.7,13.4,1
-1,15.1,0,20,0,11,85,50,1020.9,1020.8,6,14.6,0
-0.3,15.9,0,15,0,7,84,52,1026.2,1022.2,5.7,14.5,0
0.2,15.2,0,13,2,7,85,60,1022.9,1019.7,6.3,15.1,0
-1.3,11.7,0,20,0,13,100,64,1023.5,1018.8,3,11.4,0
-1.7,10.6,0.8,24,4,17,100,68,1025.1,1025.3,0.3,10.4,0
5.5,15.5,3.8,35,0,19,100,68,1013.7,1008.8,9.9,14.8,1
0.6,11.7,4.6,39,0,19,100,68,1013.6,1011.6,4.3,11.1,1
3.7,9.6,3.8,26,7,9,100,91,1016.2,1014.7,6.5,8.2,1
-2.5,13.3,0,17,0,7,94,58,1034.4,1030.7,2.9,12.8,0
5.2,11.9,2.4,44,7,22,95,97,1020.8,1015.6,9.1,11.2,1
3.8,12.6,0,28,0,11,100,90,1015.7,1010.6,7.1,11.4,0
7.1,15.8,15.4,24,6,13,100,81,1009.3,1008.5,12.5,14.3,1
7.2,12.4,2.8,22,7,15,94,89,1028.6,1027.2,10.1,12,1
8.7,15.4,0.4,19,0,9,100,66,1026.2,1022.8,10.2,14.2,0
2.3,15.3,0,31,0,17,86,67,1028.7,1027.3,9.2,13.7,0
1.4,15.3,0,15,2,7,100,53,1033.1,1030.3,5.2,14.8,0
6.7,11.5,6.2,17,9,9,96,86,1013.2,1012.3,7.8,10.3,1
1.1,13.7,1.8,33,0,20,100,55,1025.9,1024.6,5.7,13.4,1
-1.3,13.9,0,20,0,9,80,47,1029.1,1025.5,4.8,12.4,0
-0.5,13.7,0.2,20,0,9,76,50,1025.4,1022.5,6,13.4,0
0.6,16.5,0,20,2,9,79,46,1028.4,1025.1,6.2,16.3,0
2.1,12.4,0,17,2,6,89,55,1024.6,1020.4,6.4,11.7,0
2.1,16.4,0,33,7,19,84,45,1020.1,1015.3,7.9,15.6,0
6.2,19.4,0,35,9,19,74,50,1012.6,1005.7,11.3,18.5,0
-0.2,14.3,0,19,7,7,100,59,1026.4,1023.2,4.6,13.9,0
1.2,15.3,0,20,2,11,87,55,1024.9,1019.9,7.6,14.8,0
2.9,17.6,0,48,9,17,72,48,1013.4,1007.7,10.8,17,0
-1.3,15,0.4,26,2,9,76,44,1025.8,1023.1,6.2,14.2,0
0,16.2,0,24,7,19,83,45,1025.7,1022.5,7.9,15.2,0
4.3,21.2,0,22,6,13,76,36,1023.5,1019.1,11.9,20.7,0
7.7,17.2,0.2,44,20,22,69,57,1009.5,1008.1,12.4,15.9,0
2.7,18.8,0,15,4,6,94,44,1025.9,1022,9.6,17.7,0
2.6,20.9,0,28,4,13,80,37,1021.2,1015.2,11.3,20.6,0
3,17.6,0,26,7,17,88,56,1021.6,1018.2,10.5,16.3,0
4.7,17.9,0,20,6,9,82,53,1019.8,1017.3,11.9,16.6,0
5,16.5,0,33,11,13,85,68,1017.4,1013.4,11.2,15.4,0
8.4,19.2,13.2,43,6,7,87,58,1017.8,1015.1,12.7,18.6,1
5.3,15,0,43,19,26,74,44,1015.8,1016.1,11,14.7,0
7.6,25.7,0,54,6,15,77,44,1014.5,1007.8,14.3,23.8,0
14.3,24.3,0,67,30,26,45,62,1000.8,1001.6,23.2,16.3,0
2.6,15.3,0.2,35,15,19,75,49,1021.8,1021.7,9.1,13.7,0
5.2,24.8,0,28,9,11,75,36,1027.7,1022.7,14.8,24,0
5.6,16.2,0,30,9,15,69,47,1011.6,1009.7,11.9,15.5,0
7.4,11.6,0.8,28,9,13,89,85,1007.5,1008,8.8,10.2,0
5,17.9,7.6,46,7,19,48,41,1015.5,1016.1,11.4,17.1,1
4,18.6,0,41,6,19,76,43,1022.1,1020.3,10.2,17.3,0
8.8,24.9,0,41,0,24,73,34,1011.7,1011.4,16.7,23.6,0
4.4,20.7,0,24,7,11,64,41,1027,1023.7,10.6,19.8,0
12.7,23.8,0,44,19,30,40,45,1009.7,1009.5,20.6,22.6,0
7.1,18.5,0,46,15,30,72,41,1012.1,1010.7,11.4,17.8,0
6.3,20.4,0,46,15,15,64,38,1018.2,1017.8,11.5,18.4,0
9,27,0,28,7,7,72,31,1022.1,1017.9,16.4,25.8,0
6.4,22.4,0,28,9,7,64,43,1016.6,1014.5,11.8,21.1,0
9.2,28.5,0,31,11,11,69,30,1018.1,1014.5,17.5,27.2,0
10.3,21.8,1.6,44,19,22,68,37,1017.5,1017.1,16,20.9,1
9,24.2,0,28,11,13,57,44,1015,1011.4,16.2,23.3,0
8.3,26.9,0,24,6,15,56,34,1022.2,1018.1,17.3,26,0
12.3,32.4,0,54,13,28,46,24,1015,1008.2,21.2,31.5,0
15.3,36.7,0,41,9,20,55,16,1013.9,1011.2,23.8,35.8,0
16.8,32.5,0.4,30,13,11,59,44,1014.3,1011.2,23.9,31.2,0
12.1,34.5,0,44,4,22,49,16,1012.8,1009.3,22.3,32.7,0
14.5,38.8,0,37,7,19,48,12,1007.6,1004.1,23,36.4,0
17,28.8,0,37,19,24,42,32,1007,1010.2,23.2,26,0
15.5,39.9,0,35,6,9,46,11,1009.4,1005,24.6,37.7,0
18.9,43.1,0,65,7,30,38,12,999.9,998.5,27,40.6,0
21.2,35.2,0,43,19,7,47,31,1009.7,1007,27.2,34,0
14.3,29.2,0,41,17,24,46,28,1021.8,1019,18.9,27.4,0
16.6,33.8,0,30,4,9,64,29,1018.5,1015.6,22,32.3,0
18.6,33,0,30,6,9,65,32,1019.8,1016,22.7,31.8,0
19.4,33.7,0,35,7,13,66,32,1019.2,1014.3,23.2,32.9,0
15.5,30.7,0,31,7,17,63,26,1011.3,1009.6,18.4,28.6,0
13.8,31.7,0,22,9,11,64,31,1015.6,1013,19.1,29.2,0
11.1,23,0.2,35,13,15,39,26,1018.3,1018.1,14.8,21.7,0
9.5,28.3,0,41,7,22,82,29,1016.9,1013.1,13.7,27.4,0
6.6,20.4,19.8,31,7,13,68,38,1021.1,1018.5,11.2,18.7,1
7,21.5,0.2,28,7,13,92,53,1017.9,1014.2,10.9,19.1,0
8.5,23.8,0,30,6,17,83,49,1018.6,1016.5,12.1,22.4,0
8.6,22.5,0,35,15,15,61,40,1021.5,1020.6,14.2,21.6,0
8.9,24.3,0,22,7,11,72,38,1028.2,1025.8,13.1,23.2,0
10.3,25.3,0,19,0,9,78,42,1030.1,1026.8,13,24.3,0
11.2,25.7,0,20,6,11,80,40,1027.7,1023.2,14.6,25.1,0
10.7,26.6,0,19,4,11,72,39,1027.3,1022.8,16.7,25.3,0
14.4,24.8,0,17,7,9,80,53,1013,1009.1,17.4,23.3,0
8.3,23.8,0,22,7,9,63,43,1015.2,1012.9,16.6,22.5,0
8.9,22.2,0,17,2,7,69,49,1016.9,1013.8,15.6,21.1,0
4,21.1,0,46,6,9,70,35,1016.3,1010.7,10.6,20.2,0
10.9,20,1.6,30,7,20,85,47,1014.2,1014.2,13.5,18.2,1
6,16.9,0,30,2,13,89,48,1020.8,1019.4,9.9,15.5,0
6,21.4,0,26,0,13,79,53,1024.8,1022,13.2,20.5,0
5.6,23.1,0,24,7,11,90,44,1023,1017.6,11.8,22.8,0
1.6,17.9,0,17,7,9,66,35,1025.8,1022.6,9.3,16.3,0
11.3,15.7,9.8,41,15,22,96,65,1015.3,1013.6,14,15,1
2.8,13.5,0,15,4,0,98,79,1014.1,1011.7,6.1,10.8,0
-0.2,16.3,0,22,0,11,100,57,1026.6,1024.8,4.6,15.8,0
1.3,12.8,0.2,9,0,6,100,81,1029.2,1026,5.5,12.4,0
1.9,14.5,0,11,6,4,100,69,1027.8,1025.3,5.5,13.8,0
5.8,15,0.4,22,2,13,100,65,1021.9,1019.6,8.5,14.8,0
8.5,16.9,1.2,39,19,20,95,64,1020.1,1021.5,12,15.1,1
3.1,13.8,0,13,0,7,100,80,1021.1,1019.6,7.8,13.2,0
4.9,11.8,15,28,13,6,100,100,1011.4,1008.4,10,11.5,1
10,13.4,16.8,28,7,13,,93,1007.1,1005.5,,12.3,1
1.2,15.4,0.2,17,4,7,93,51,1016.8,1016.7,5.7,14,0
0.3,10.4,0.2,11,0,2,100,83,1014.1,1011.9,4.5,10.2,0
3.1,15.5,0.6,15,2,11,100,63,1016.5,1016,7,14.5,0
0.8,14.5,0,24,0,7,89,52,1025.8,1024.1,4.7,13.9,0
0,14.1,0,15,4,7,97,50,1026.3,1022.5,3.7,13.6,0
2,13.1,0,26,0,7,84,85,1026.9,1023.2,7.8,10.6,0
7.8,17,1,39,19,17,56,51,1023,1020.9,12.8,16.8,0
-0.1,14.1,0,11,6,7,95,67,1024.3,1021.3,3.6,12.6,0
1.4,15.7,0,19,0,13,97,54,1028.2,1025.8,6.3,15.6,0
7.4,16,0.6,26,2,17,100,65,1025.8,1023.9,11.2,15.7,0
1.9,15.4,0.2,48,9,19,83,59,1016.4,1011.5,8.9,14.1,0
6.1,13,2.2,39,11,7,91,74,1028.1,1027.4,8.2,11.5,1
4.6,13.9,2.6,26,6,17,100,61,1033.4,1032.5,7.6,13.2,1
1.7,15.1,0,15,0,7,84,60,1035.2,1032,6.6,13.9,0
8,14,5,33,9,7,100,90,1025.2,1022.7,11.1,13,1
11.1,14.6,5,37,11,9,86,89,1022.1,1020.9,13.7,14,1
10.1,15.5,2.4,20,7,6,100,85,1024.6,1022.3,11.2,14.5,1
12.1,20.5,0,57,17,22,73,69,1019.1,1013.7,16.1,19.1,0
3.4,12.4,0.6,30,7,17,100,73,1023.7,1023.8,6.6,12.2,0
5,14.5,0,17,0,4,100,72,1025.8,1023.4,5.6,13.9,0
4.7,10.4,1.2,43,13,17,87,83,1018.6,1014.5,6.3,9.3,1
3.4,11.5,0.4,28,7,11,94,89,1014.4,1010.7,7.6,10.2,0
2.1,16.2,0,57,9,26,100,45,1021.4,1012.2,6.4,16.1,0
1.5,10.7,9.8,35,17,22,86,63,1017.6,1016.2,4.8,9.8,1
2.2,11,0.2,28,11,11,94,67,1018.4,1015.5,6.4,10.4,0
6.4,11.9,4.2,44,15,17,89,85,1012.6,1010.6,8.7,10.7,1
8.6,12.3,8.8,44,22,19,94,94,1011.6,1011.9,10.1,11.4,1
9.8,20,2.8,57,11,26,84,51,1018.8,1011.4,15,19.4,1
6.1,20.7,0.2,20,7,6,88,45,1022.3,1020.8,12.5,20.2,0
7,23.8,0,15,0,7,74,42,1031.7,1029.4,13.6,23.4,0
7.5,23.7,0,54,7,17,82,51,1031.8,1026.8,15,22.7,0
12.5,17.5,0,50,15,24,80,54,1008.1,1006.8,14.1,17.4,0
2.4,15.4,0,46,0,24,81,50,1016.4,1014.8,9.7,15.3,0
2.6,14.7,0,26,7,15,67,50,1018.9,1015.3,7.9,13.2,0
6.4,19.3,0.8,28,4,15,73,53,1015.1,1013,12.9,17.4,0
3.7,20.3,0.2,50,13,7,84,48,1018.6,1014.6,11.7,19.3,0
6.1,23.9,0.2,31,7,17,77,47,1011,1006,14.2,23,0
14.2,22.3,0,39,4,22,63,47,1004.4,1005.2,16.9,21.5,0
2.6,18.5,3.6,22,9,13,74,43,1020.8,1015.5,10.7,18.2,1
3.7,20,0,26,4,13,75,51,1018.6,1015.6,11.6,19.7,0
6.8,16.5,1,43,24,28,64,48,1016.3,1017.8,11.3,16,0
3.2,18.9,0,20,7,9,74,48,1024,1019.7,10.6,18.2,0
5.6,20.6,0,31,4,19,69,48,1016.6,1016.1,13.4,19.7,0
5.6,24.3,0,28,9,15,83,45,1019.9,1015.2,11.9,23.2,0
4.6,15.5,2.2,44,15,24,77,49,1018.4,1018.5,8.1,13.7,1
3.6,24.7,0,28,11,13,75,26,1027.2,1021.7,12.7,23.7,0
10.8,27.6,0,33,7,9,64,45,1013.7,1012.1,18.8,26.6,0
13.3,18.2,2.6,46,17,20,90,87,1008.4,1010.5,13.8,14.6,1
9.4,22.6,0,46,24,17,54,48,1009.6,1011.3,17.9,19.9,0
6.3,25.2,0,28,4,19,70,28,1021,1018.8,14.9,24.3,0
6.9,29.6,0,31,7,13,58,13,1021.7,1016.1,16.8,28.7,0
17.7,30.9,0,48,2,30,62,23,1006.4,1002.9,22.3,30,0
10.5,21.3,0,43,20,24,52,50,1018,1015.8,14,19.4,0
8.6,26.1,0,50,9,19,58,29,1008.1,1005.7,16.5,24.5,0
9,27.5,0,26,17,7,41,16,1018.9,1017.1,16.2,24.9,0
9.9,30.4,0,33,20,13,46,23,1022.9,1019.8,20.6,29.1,0
10.1,17.5,29.4,56,20,28,90,60,1000.8,1001.3,10.1,14.6,1
7.7,26.1,0,44,7,13,63,28,1020.9,1018.3,15.5,24.8,0
18.1,30.4,0,50,6,22,56,31,1006.2,1001.4,22.1,29.2,0
10.9,24.5,0,43,20,19,43,33,1010,1008.8,17.5,22,0
9.9,27.6,0,35,2,24,55,22,1012.6,1009.8,17.7,26.4,0
11.2,30.2,0,37,6,22,47,29,1012.9,1010.5,19.6,28.9,0
15.8,32.9,0,43,7,7,51,28,1018.1,1015.1,23.2,31.5,0
19.2,39.7,0,37,20,11,34,17,1018.3,1013.5,29.9,39.2,0
23.7,40.5,0,54,19,33,40,12,1012,1008,26.9,38.8,0
14.9,30.8,0,52,7,11,61,28,1013.4,1008.7,22.4,29.8,0
11.7,30.9,0,41,11,9,50,18,1014,1010.4,20.3,29.3,0
10.4,31.4,0,43,7,22,43,14,1013.3,1011.5,19.7,30.5,0
12,27.4,0,43,11,20,56,38,1011.1,1008.6,20.3,25.9,0
13.1,25.6,0,46,24,19,46,28,1006.8,1005.7,16.8,24.2,0
9.8,27.5,0,41,17,13,43,23,1019.5,1016.4,16.7,25.2,0
16.9,29,0,31,17,15,48,38,1020.8,1019.1,21.1,26.8,0
21.7,42.6,0,33,11,19,37,11,1012.7,1007.9,29.6,41.5,0
16.2,34.5,0,31,17,11,45,23,1020,1014.8,22.4,32.1,0
20.1,23.4,2.8,41,20,15,84,86,1010.8,1006.7,20.5,20.7,1
20.6,39.7,0,35,9,15,49,17,1015.3,1012,26.6,37.2,0
21.8,41.7,0,44,9,13,50,16,1011.8,1008.3,28.6,40.8,0
20.7,41.1,0,28,7,15,43,14,1010.1,1006.7,27.5,39.7,0
16.6,33.7,0,31,19,9,46,27,1018.4,1013,20.1,30.5,0
18.4,40.1,0,33,7,17,49,13,1014.9,1011.4,25.3,38.3,0
18.8,42,0,63,7,24,31,10,1014.7,1010.4,29.4,40.8,0
18.6,36.8,0,28,15,15,46,19,1015.2,1012.3,23.5,35.1,0
17,36.2,0,19,6,11,54,24,1013.8,1011.4,22.2,34.4,0
18.1,32.3,0,83,6,30,63,31,1000.7,996.2,23.5,30.1,0
11.6,22.8,1.6,46,13,24,80,30,1010.1,1011.4,13.6,21.4,1
13.1,31.4,0,20,6,9,53,32,1021.4,1018.1,19.1,29.9,0
14.8,34.6,0,54,2,20,63,23,1014.3,1008.9,20.6,32.1,0
17,27.2,8.8,50,0,7,94,54,1020.9,1018,18.5,25,1
15.8,30,0,20,11,9,83,36,1020.5,1018.4,19,27.9,0
14,31.5,0,24,7,13,62,33,1021.3,1017.4,19.3,29,0
18.6,34.3,0,50,0,19,59,27,1021.2,1017.2,22.5,33.2,0
19,30.1,2.8,31,6,19,90,33,1017.9,1015.2,20,29.1,1
14.4,31.9,0,37,0,24,68,18,1015.5,1011.7,18.9,31,0
12.6,31,0,63,6,24,59,28,1009.8,1004.5,17.7,28.8,0
9.4,25.1,0,37,7,13,77,47,1016.4,1015.1,14.9,23.2,0
10.3,32.5,0,24,0,9,59,31,1025.6,1020.6,16,30.4,0
10.6,20.7,0,24,7,9,78,49,1017.3,1017,13.8,19.9,0
13.8,27.3,2.4,31,9,20,79,45,1021.1,1019.6,17.2,26.3,1
17.6,25.8,0.4,20,6,7,92,56,1016.1,1013.1,19.2,25.2,0
14.6,28.3,0,19,0,11,90,51,1019.8,1016.7,17.2,27.2,0
13.8,28.5,0,24,2,9,86,46,1017.2,1014.2,17.7,27.5,0
14.9,19.6,9,48,11,9,95,88,1019,1017.7,14.9,17.7,1
16.4,24,66.2,30,7,15,100,68,1007.2,1005.8,17.5,23.7,1
13,21,0,30,17,15,57,43,1021.6,1019.2,16.2,20.6,0
7,22.4,0,24,4,9,75,47,1022,1019.3,13.9,21.9,0
4.3,18.1,0.4,30,7,13,70,47,1019.8,1016.7,10.4,17.5,0
12.3,22.5,1.6,31,6,13,82,52,1017.3,1013.9,16.6,21.8,1
5.3,22.5,0,22,2,11,71,51,1021.6,1015.4,11.2,22.4,0
7.9,15.1,0.4,39,24,22,77,53,1006.7,1009.2,9.9,13.5,0
9.6,16.4,0.2,24,7,13,97,56,1023.8,1021.8,11,15.7,0
3.3,17.8,0,17,0,7,74,61,1026,1021.7,8.9,17.5,0
6.1,18.5,0,15,2,11,99,62,1028.2,1025.3,10.7,18.1,0
6.6,20.2,0,15,6,7,85,61,1030.2,1027.9,12.9,20,0
6.5,19.5,0,11,0,7,87,66,1029.7,1026.2,12.9,19.2,0
8.5,18.9,0.2,19,2,13,,72,1023.5,1019,,18.5,0
8.8,22.2,0.2,19,6,7,,71,1022.6,1018.7,,21.2,0
8.8,17.5,0.4,13,6,2,100,64,1025,1023.5,11,16.5,0
5.5,18.7,0,22,4,7,98,67,1024.2,1019.4,10,18.1,0
11.4,13.8,0.6,30,15,15,89,82,1019.3,1019,11.6,13.6,0
1,14.9,0,30,2,13,89,54,1030.5,1028.9,6,14.4,0
1.2,18,0,19,7,11,82,54,1032.1,1029.7,5.8,17.7,0
6.6,16.4,1,35,4,17,100,53,1015.4,1015.4,6.7,16,0
5.7,12.2,8.6,67,24,35,95,70,1004.1,1002.1,5.8,11.7,1
4.9,11.1,1,48,9,11,100,80,1027.8,1028.2,7.8,10.5,0
4.8,10.7,0,19,6,6,100,77,1018.4,1016.5,6.6,10.6,0
7.1,11.3,0.4,28,9,13,91,86,1021,1019.5,7.7,9.9,0
6,14.2,7.8,20,9,15,100,69,1014,1013.2,9.6,13.3,1
8.1,12.4,2,50,26,22,86,56,1013,1011.7,8.9,11.6,1
-2.1,13.7,0,13,0,6,90,50,1029,1026.6,2.5,13.3,0
0.3,13.2,0,15,2,6,100,58,1027.5,1024.1,3.4,12,0
4.2,13.6,0.2,20,4,9,100,77,1025.4,1023.9,6.7,13.2,0
2.7,15,0.2,24,0,17,100,66,1022.5,1018.4,4.8,14.4,0
4.7,8.7,1,54,13,19,85,81,1010.3,1010.4,5.9,6.7,0
-2.8,13.5,0,24,6,13,94,56,1035.9,1032.6,2.2,13,0
0.1,10.5,0.2,11,2,2,100,81,1035,1031.5,3.7,10,0
1.7,14.2,0,17,4,4,100,64,1031.6,1027.5,6.6,14,0
5.5,14.6,0,39,2,24,95,49,1023.3,1022.3,9,13.3,0
-1.3,12,0.2,20,6,2,81,41,1029,1027.3,4.6,11.5,0
-1.7,14.1,0,22,9,7,65,35,1032.5,1030.1,5.2,12.7,0
2.6,18.5,0,15,4,7,77,46,1032.6,1028.5,9.2,17.8,0
2.5,19.3,0,17,6,9,79,52,1029.6,1025.3,9.2,18.7,0
2.3,18.8,0,20,0,15,79,52,1027.4,1022.9,10,18.5,0
3.3,18.8,0,19,0,9,72,41,1031.2,1027.8,10.1,17.9,0
2.2,20.3,0,24,9,11,77,41,1031.4,1026.2,10.4,19,0
11.7,18.4,0.2,78,20,17,66,82,1013.2,1006.8,15.1,15.9,0
1.7,17.4,0,22,2,7,73,41,1025.9,1023.9,9.9,16.5,0
2.6,19.3,0,17,7,7,77,51,1026.7,1022.4,10.2,17.7,0
3.2,20.1,0,33,9,19,100,47,1022,1018.4,8.9,18.1,0
4.8,20.7,0,28,7,17,81,46,1017.6,1012.2,12,19.7,0
7.8,19,0,37,13,11,68,64,1009.7,1008.4,13.6,18.1,0
5.3,16.3,0,41,17,28,64,43,1022.7,1021.6,10,15.7,0
8.6,28.3,0,31,2,11,83,39,1016.9,1013.4,12.9,26.5,0
12.9,29.9,0,72,6,15,73,27,1013.3,1006.9,16.3,29.4,0
5.1,18.6,0,43,2,26,69,48,1021.1,1020,11.5,17.9,0
7.6,23.6,0,19,0,11,82,49,1018.5,1014.8,11.5,22.7,0
8.2,30.3,0,48,6,22,67,32,1013.9,1007.5,16.1,29.3,0
7.3,18.1,3.2,41,11,17,87,61,1013.5,1015.7,9.6,13.9,1
14.5,32.1,0,31,2,15,70,31,1017.6,1013.6,20.3,31.5,0
16.9,32.9,0,46,15,26,44,25,1014.4,1010.4,25.1,32.1,0
11.9,32.4,0,20,4,13,62,30,1016.1,1011.8,19.8,31.7,0
6.4,19.9,1,41,15,22,62,47,1015.2,1013.8,11.9,18.6,0
7.6,24.4,0,28,11,13,59,32,1018.8,1015.6,13.2,22.9,0
9.1,33.8,0,39,7,7,60,19,1012,1005.2,17,31.9,0
5.8,24.4,0,24,9,11,65,20,1024.4,1021.2,13.4,22.8,0
12,26,0,41,6,24,71,34,1013.3,1012.1,15.8,25.1,0
7.8,25.8,0,30,9,13,62,25,1015.5,1013,15.7,24.7,0
17.5,24.3,0,37,6,15,61,37,1008.9,1008.9,19.2,23.6,0
14.6,21.1,24.4,52,28,33,89,52,1004.5,1007.3,14.6,20.1,1
8.3,22.4,0.2,33,17,20,59,41,1015,1014.7,16.1,21.9,0
9.4,26.6,0,31,6,15,64,25,1018.7,1016.9,16.2,24.6,0
17.3,36.2,0.6,41,9,26,64,25,1011.3,1008.7,23.3,35,0
19.8,26.6,0,69,11,17,52,81,1012.5,1008.9,25.6,22.3,0
20.6,32.7,0,44,20,17,49,36,1011.2,1006.8,24.9,31.1,0
17.5,30.2,13.4,37,7,13,80,48,1011,1007.2,22.1,29.4,1
